GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_002989255.1	6198008	GCF_002989255.1	6254068	
GCA_002988855.1	6197618	GCF_002988855.1	6230878	
GCA_900407775.1	6775468	GCF_900407775.1	6839118	
GCA_002991365.1	6200938	GCF_002991365.1	6231798	
GCA_002986655.1	6194488	GCF_002986655.1	6230498	
GCA_010604085.1	16749888	GCF_010604085.1	17310038	
GCA_001054455.1	1866848	GCF_001054455.1	2016118	
GCA_002991345.1	6200908	GCF_002991345.1	6232618	
GCA_002989965.1	6199038	GCF_002989965.1	6231658	
GCA_002989805.1	6198798	GCF_002989805.1	6234488	
GCA_002991245.1	6200808	GCF_002991245.1	6231618	
GCA_002990745.1	6200178	GCF_002990745.1	6231398	
GCA_002984945.1	6192178	GCF_002984945.1	6228158	
GCA_002989305.1	6198068	GCF_002989305.1	6231558	
GCA_002985705.1	6192928	GCF_002985705.1	6229498	
GCA_002985145.1	6192368	GCF_002985145.1	6228378	
GCA_021391195.1	30846678	GCF_021391195.1	30856738	
GCA_002989095.1	6197858	GCF_002989095.1	6230998	
GCA_002986795.1	6194848	GCF_002986795.1	6229858	
GCA_002989535.1	6198318	GCF_002989535.1	6233658	
GCA_010603795.1	16749588	GCF_010603795.1	17309938	
GCA_002988945.1	6197708	GCF_002988945.1	6254028	
GCA_002985375.1	6192598	GCF_002985375.1	6229418	
GCA_002985485.1	6192708	GCF_002985485.1	6229058	
GCA_030554705.1	45838958	GCF_030554705.1	46230718	
GCA_002989055.1	6197808	GCF_002989055.1	6231338	
GCA_029268795.1	41539058	GCF_029268795.1	41540938	
GCA_002986025.1	6193488	GCF_002986025.1	6253888	
GCA_002986125.1	6193608	GCF_002986125.1	6230398	
GCA_002985175.1	6192398	GCF_002985175.1	6229358	
GCA_002988415.1	6197188	GCF_002988415.1	6231058	
GCA_021391035.1	30846518	GCF_021391035.1	30856938	
GCA_002987735.1	6196288	GCF_002987735.1	6230058	
GCA_002989155.1	6197908	GCF_002989155.1	6254048	
GCA_002990975.1	6200468	GCF_002990975.1	6231758	
GCA_002990535.1	6199878	GCF_002990535.1	6234558	
GCA_002984525.1	6191748	GCF_002984525.1	6228538	
GCA_002984905.1	6192128	GCF_002984905.1	6227578	
GCA_002989925.1	6198978	GCF_002989925.1	6231938	
GCA_900407395.1	6774588	GCF_900407395.1	6835738	
GCA_001056575.1	1868968	GCF_001056575.1	1999878	
GCA_010603905.1	16749678	GCF_010603905.1	17310458	
GCA_001909015.1	3846178	GCF_001909015.1	3868818	
GCA_003203235.1	6618278	GCF_003203235.1	6647628	
GCA_900408085.1	6774328	GCF_900408085.1	6838518	
GCA_002987705.1	6196208	GCF_002987705.1	6230438	
GCA_002986555.1	6194288	GCF_002986555.1	6229798	
GCA_002985285.1	6192518	GCF_002985285.1	6229598	
GCA_002984325.1	6191568	GCF_002984325.1	6228278	
GCA_002988935.1	6197698	GCF_002988935.1	6232578	
GCA_021391175.1	30846658	GCF_021391175.1	30857098	
GCA_002985205.1	6192438	GCF_002985205.1	6228918	
GCA_002988795.1	6197548	GCF_002988795.1	6230638	
GCA_021391155.1	30846638	GCF_021391155.1	30856818	
GCA_002985005.1	6192238	GCF_002985005.1	6227758	
GCA_002988525.1	6197288	GCF_002988525.1	6253988	
GCA_900408095.1	6774308	GCF_900408095.1	6838478	
GCA_002990245.1	6199428	GCF_002990245.1	6232898	
GCA_002988715.1	6197468	GCF_002988715.1	6230238	
GCA_002984685.1	6191908	GCF_002984685.1	6228818	
GCA_021391125.1	30846618	GCF_021391125.1	30856798	
GCA_002988635.1	6197388	GCF_002988635.1	6230198	
GCA_002985025.1	6192258	GCF_002985025.1	6228558	
GCA_002990495.1	6199818	GCF_002990495.1	6233538	
GCA_002093175.1	4375508	GCF_002093175.1	4395948	
GCA_002987835.1	6196448	GCF_002987835.1	6230698	
GCA_001057195.1	1869578	GCF_001057195.1	2000878	
GCA_002986475.1	6194148	GCF_002986475.1	6229978	
GCA_002986665.1	6194518	GCF_002986665.1	6230598	
GCA_010604045.1	16749818	GCF_010604045.1	17309838	
GCA_002991325.1	6200898	GCF_002991325.1	6232518	
GCA_002988915.1	6197668	GCF_002988915.1	6232538	
GCA_002985105.1	6192348	GCF_002985105.1	6229108	
GCA_001909005.1	3846168	GCF_001909005.1	3868458	
GCA_002983985.1	6191208	GCF_002983985.1	6227718	
GCA_002983885.1	6191108	GCF_002983885.1	6228058	
GCA_002987435.1	6195848	GCF_002987435.1	6230218	
GCA_001908955.1	3846088	GCF_001908955.1	3868358	
GCA_001055275.1	1867658	GCF_001055275.1	2000818	
GCA_002989175.1	6197938	GCF_002989175.1	6230898	
GCA_002990375.1	6199638	GCF_002990375.1	6231838	
GCA_002984245.1	6191488	GCF_002984245.1	6228358	
GCA_002985445.1	6192678	GCF_002985445.1	6229758	
GCA_002985825.1	6193048	GCF_002985825.1	6229288	
GCA_002987015.1	6195228	GCF_002987015.1	6230338	
GCA_010367335.1	16511168	GCF_010367335.1	17309878	
GCA_002989195.1	6197958	GCF_002989195.1	6230938	
GCA_002984985.1	6192218	GCF_002984985.1	6228478	
GCA_002984385.1	6191638	GCF_002984385.1	6228398	
GCA_002991205.1	6200778	GCF_002991205.1	6231718	
GCA_002985405.1	6192638	GCF_002985405.1	6229538	
GCA_001076835.1	1889218	GCF_001076835.1	2000998	
GCA_002984805.1	6192038	GCF_002984805.1	6228118	
GCA_002987425.1	6195878	GCF_002987425.1	6231278	
GCA_002984015.1	6191258	GCF_002984015.1	6228178	
GCA_002986055.1	6193578	GCF_002986055.1	6229918	
GCA_002989135.1	6197888	GCF_002989135.1	6254448	
GCA_010603885.1	16749688	GCF_010603885.1	17310018	
GCA_002989205.1	6197968	GCF_002989205.1	6253828	
GCA_002984425.1	6191648	GCF_002984425.1	6228578	
GCA_002989005.1	6197768	GCF_002989005.1	6230678	
GCA_002985365.1	6192608	GCF_002985365.1	6229018	
GCA_021390975.1	30846458	GCF_021390975.1	30857018	
GCA_002984585.1	6191838	GCF_002984585.1	6228678	
GCA_002985625.1	6192868	GCF_002985625.1	6230778	
GCA_002987795.1	6196418	GCF_002987795.1	6230258	
GCA_002985315.1	6192548	GCF_002985315.1	6228898	
GCA_002990095.1	6199188	GCF_002990095.1	6232638	
GCA_001055615.1	1867998	GCF_001055615.1	2000598	
GCA_002984885.1	6192118	GCF_002984885.1	6230158	
GCA_900407435.1	6774788	GCF_900407435.1	6835658	
GCA_002984595.1	6191828	GCF_002984595.1	6228718	
GCA_002991405.1	6200978	GCF_002991405.1	6231578	
GCA_001076115.1	1888518	GCF_001076115.1	2000638	
GCA_002989635.1	6198498	GCF_002989635.1	6233448	
GCA_002983825.1	6191058	GCF_002983825.1	6228138	
GCA_002991415.1	6200988	GCF_002991415.1	6231438	
GCA_002988615.1	6197368	GCF_002988615.1	6230838	
GCA_002989335.1	6198088	GCF_002989335.1	6232358	
GCA_002989235.1	6197988	GCF_002989235.1	6230818	
GCA_001053885.1	1866258	GCF_001053885.1	2000538	
GCA_002984225.1	6191448	GCF_002984225.1	6228498	
GCA_002989515.1	6198288	GCF_002989515.1	6233368	
GCA_002988385.1	6197148	GCF_002988385.1	6230658	
GCA_002983905.1	6191148	GCF_002983905.1	6227938	
GCA_002984645.1	6191868	GCF_002984645.1	6228078	
GCA_900408215.1	6774528	GCF_900408215.1	6836818	
GCA_010603975.1	16749778	GCF_010603975.1	17310478	
GCA_002985855.1	6193128	GCF_002985855.1	6229618	
GCA_002985665.1	6192898	GCF_002985665.1	6229738	
GCA_015694745.1	23466638	GCF_015694745.1	23470518	
GCA_002984825.1	6192048	GCF_002984825.1	6227618	
GCA_002987945.1	6196828	GCF_002987945.1	6254808	
GCA_002990865.1	6200358	GCF_002990865.1	6232598	
GCA_002988355.1	6197108	GCF_002988355.1	6230038	
GCA_900408065.1	6774268	GCF_900408065.1	6839558	
GCA_001053795.1	1866188	GCF_001053795.1	2000758	
GCA_002985165.1	6192428	GCF_002985165.1	6229318	
GCA_002985545.1	6192778	GCF_002985545.1	6229578	
GCA_002983845.1	6191068	GCF_002983845.1	6227978	
GCA_003203195.1	6618238	GCF_003203195.1	6648258	
GCA_002988375.1	6197138	GCF_002988375.1	6230978	
GCA_002986425.1	6194118	GCF_002986425.1	6229818	
GCA_002985685.1	6192908	GCF_002985685.1	6228878	
GCA_002988195.1	6196958	GCF_002988195.1	6230478	
GCA_002988755.1	6197518	GCF_002988755.1	6230918	
GCA_002988555.1	6197308	GCF_002988555.1	6231358	
GCA_002987585.1	6196088	GCF_002987585.1	6231018	
GCA_002988735.1	6197488	GCF_002988735.1	6230798	
GCA_001052725.1	1865118	GCF_001052725.1	2000698	
GCA_001055485.1	1867868	GCF_001055485.1	1999838	
GCA_002984145.1	6191368	GCF_002984145.1	6227498	
GCA_002989455.1	6198238	GCF_002989455.1	6231518	
GCA_002985605.1	6192848	GCF_002985605.1	6229438	
GCA_001053815.1	1866198	GCF_001053815.1	2000198	
GCA_002985925.1	6193248	GCF_002985925.1	6229838	
GCA_002985465.1	6192688	GCF_002985465.1	6229638	
GCA_002988505.1	6197278	GCF_002988505.1	6231098	
GCA_002984255.1	6191478	GCF_002984255.1	6228098	
GCA_002986695.1	6194548	GCF_002986695.1	6229878	
GCA_001276545.1	2303608	GCF_001276545.1	2309828	
GCA_002991485.1	6201048	GCF_002991485.1	6233098	
GCA_002984345.1	6191578	GCF_002984345.1	6228758	
GCA_002985065.1	6192288	GCF_002985065.1	6228438	
GCA_000833745.1	1526168	GCF_000833745.1	1529868	
GCA_002985305.1	6192538	GCF_002985305.1	6228978	
GCA_002984065.1	6191298	GCF_002984065.1	6227398	
GCA_002983755.1	6190958	GCF_002983755.1	6227818	
GCA_002984955.1	6192198	GCF_002984955.1	6227998	
GCA_002983805.1	6191018	GCF_002983805.1	6227458	
GCA_001071435.1	1883828	GCF_001071435.1	1999938	
GCA_001975845.1	4018678	GCF_001975845.1	4059228	
GCA_002988815.1	6197568	GCF_002988815.1	6230738	
GCA_002984725.1	6191948	GCF_002984725.1	6227838	
GCA_002986515.1	6194258	GCF_002986515.1	6229998	
GCA_002988175.1	6196928	GCF_002988175.1	6230618	
GCA_900407905.1	6773948	GCF_900407905.1	6837558	
GCA_002984305.1	6191538	GCF_002984305.1	6228418	
GCA_002984545.1	6191778	GCF_002984545.1	6228738	
GCA_002989415.1	6198188	GCF_002989415.1	6231378	
GCA_002984925.1	6192148	GCF_002984925.1	6228298	
GCA_002984845.1	6192078	GCF_002984845.1	6227518	
GCA_002989475.1	6198278	GCF_002989475.1	6232438	
GCA_007897125.1	13088168	GCF_007897125.1	13183948	
GCA_002989655.1	6198528	GCF_002989655.1	6232418	
GCA_002985765.1	6192998	GCF_002985765.1	6229378	
GCA_002990685.1	6200088	GCF_002990685.1	6231878	
GCA_002991465.1	6201028	GCF_002991465.1	6231598	
GCA_002989465.1	6198258	GCF_002989465.1	6233798	
GCA_002985555.1	6192788	GCF_002985555.1	6229778	
GCA_002991285.1	6200868	GCF_002991285.1	6232318	
GCA_002985725.1	6192948	GCF_002985725.1	6229678	
GCA_002987225.1	6195368	GCF_002987225.1	6230118	
GCA_002988875.1	6197648	GCF_002988875.1	6231198	
GCA_002989035.1	6197788	GCF_002989035.1	6254428	
GCA_002988575.1	6197328	GCF_002988575.1	6231238	
GCA_002983745.1	6190968	GCF_002983745.1	6227598	
GCA_002989355.1	6198158	GCF_002989355.1	6234048	
GCA_002990305.1	6199548	GCF_002990305.1	6232378	
GCA_002984005.1	6191268	GCF_002984005.1	6228658	
GCA_001007605.1	1774678	GCF_001007605.1	1778398	
GCA_000169835.1	208098	GCF_000169835.1	208118	
GCA_000175455.1	218978	GCF_000175455.1	218998	
GCA_000173315.1	214858	GCF_000173315.1	214878	
GCA_000818925.1	1477668	GCF_000818925.1	1480198	
GCA_000169775.1	207978	GCF_000169775.1	207998	
GCA_000173335.1	214898	GCF_000173335.1	214918	
GCA_000169795.1	208018	GCF_000169795.1	208038	
GCA_000175435.1	218938	GCF_000175435.1	218958	
GCA_005888175.1	10744048	GCF_005888175.1	10753688	
GCA_005888265.1	10744148	GCF_005888265.1	10753748	
GCA_005888195.1	10744098	GCF_005888195.1	10753708	
GCA_005888185.1	10744068	GCF_005888185.1	10751848	
GCA_005888215.1	10744128	GCF_005888215.1	10753728	
GCA_005888205.1	10744118	GCF_005888205.1	10751908	
GCA_900444975.1	7043358	GCF_900444975.1	7056748	
GCA_018760665.1	27252338	GCF_018760665.1	27292268	
GCA_018760625.1	27252278	GCF_018760625.1	27290828	
GCA_026738995.1	38148728	GCF_026738995.1	38208358	
GCA_026739095.1	38148868	GCF_026739095.1	38207498	
GCA_023555155.1	33546368	GCF_023555155.1	33590428	
GCA_023555255.1	33546548	GCF_023555255.1	33591428	
GCA_026736555.1	38145248	GCF_026736555.1	38207758	
GCA_026736595.1	38145308	GCF_026736595.1	38207578	
GCA_023555205.1	33546448	GCF_023555205.1	33591128	
GCA_023555125.1	33546348	GCF_023555125.1	33591368	
GCA_023555075.1	33546298	GCF_023555075.1	33591248	
GCA_023555085.1	33546308	GCF_023555085.1	33591668	
GCA_023555335.1	33546648	GCF_023555335.1	33591608	
GCA_023555345.1	33546668	GCF_023555345.1	33590788	
GCA_023556395.1	33550588	GCF_023556395.1	33592388	
GCA_023555315.1	33546608	GCF_023555315.1	33591728	
GCA_026736495.1	38145168	GCF_026736495.1	38208318	
GCA_026736535.1	38145228	GCF_026736535.1	38207478	
GCA_023555115.1	33546328	GCF_023555115.1	33592588	
GCA_023555195.1	33546468	GCF_023555195.1	33590728	
GCA_023555295.1	33546568	GCF_023555295.1	33590948	
GCA_026736475.1	38145128	GCF_026736475.1	38207898	
GCA_023555265.1	33546528	GCF_023555265.1	33592268	
GCA_022630675.1	32350748	GCF_022630675.1	32352068	
GCA_016762715.1	24752878	GCF_016762715.1	24789548	
GCA_023555175.1	33546408	GCF_023555175.1	33591788	
GCA_023555235.1	33546488	GCF_023555235.1	33592088	
GCA_026736515.1	38145188	GCF_026736515.1	38208118	
GCA_026736565.1	38145268	GCF_026736565.1	38208398	
GCA_000179295.1	226258	GCF_000179295.1	226278	
GCA_000178555.1	225058	GCF_000178555.1	225078	
GCA_000179275.1	226218	GCF_000179275.1	226238	
GCA_000178595.1	225138	GCF_000178595.1	225158	
GCA_000178615.1	225178	GCF_000178615.1	225198	
GCA_000178575.1	225098	GCF_000178575.1	225118	
GCA_000178635.1	225218	GCF_000178635.1	225238	
GCA_000178515.1	224978	GCF_000178515.1	224998	
GCA_000295915.1	422068	GCF_000295915.1	622278	
GCA_000178655.1	225258	GCF_000178655.1	225278	
GCA_000178535.1	225018	GCF_000178535.1	225038	
GCA_009827935.1	15729008	GCF_009827935.1	15926278	
GCA_009827965.1	15729048	GCF_009827965.1	15926538	
GCA_009797225.1	15680268	GCF_009797225.1	15912438	
GCA_009797365.1	15680408	GCF_009797365.1	15913178	
GCA_009796525.1	15679558	GCF_009796525.1	15911698	
GCA_029764595.1	42165368	GCF_029764595.1	42235798	
GCA_009796365.1	15679428	GCF_009796365.1	15911018	
GCA_009796895.1	15679948	GCF_009796895.1	15911398	
GCA_029764475.1	42165248	GCF_029764475.1	42236358	
GCA_029764255.1	42165048	GCF_029764255.1	42236318	
GCA_029762655.1	42163428	GCF_029762655.1	42235078	
GCA_009796905.1	15679928	GCF_009796905.1	15911858	
GCA_029762915.1	42163728	GCF_029762915.1	42234658	
GCA_009827875.1	15728968	GCF_009827875.1	15925818	
GCA_029767425.1	42168228	GCF_029767425.1	42234438	
GCA_009796375.1	15679388	GCF_009796375.1	15911778	
GCA_001938125.1	3947078	GCF_001938125.1	3961288	
GCA_029766955.1	42167748	GCF_029766955.1	42235458	
GCA_029766975.1	42167768	GCF_029766975.1	42235498	
GCA_029764395.1	42165168	GCF_029764395.1	42235718	
GCA_009796695.1	15679728	GCF_009796695.1	15912138	
GCA_029763695.1	42164468	GCF_029763695.1	42234338	
GCA_029764535.1	42165308	GCF_029764535.1	42235878	
GCA_029764335.1	42165108	GCF_029764335.1	42235838	
GCA_001938405.1	3947338	GCF_001938405.1	3961828	
GCA_029762675.1	42163448	GCF_029762675.1	42235148	
GCA_029764635.1	42165408	GCF_029764635.1	42235918	
GCA_029767285.1	42168088	GCF_029767285.1	42236418	
GCA_029763955.1	42164718	GCF_029763955.1	42236598	
GCA_029764445.1	42165218	GCF_029764445.1	42235758	
GCA_029766915.1	42167708	GCF_029766915.1	42234918	
GCA_029767605.1	42168428	GCF_029767605.1	42235218	
GCA_029767695.1	42168508	GCF_029767695.1	42235258	
GCA_029762795.1	42163568	GCF_029762795.1	42235938	
GCA_029763495.1	42164248	GCF_029763495.1	42235638	
GCA_029763735.1	42164508	GCF_029763735.1	42236898	
GCA_029764515.1	42165288	GCF_029764515.1	42236178	
GCA_009797125.1	15680188	GCF_009797125.1	15912318	
GCA_009797145.1	15680198	GCF_009797145.1	15912078	
GCA_000731865.1	1176628	GCF_000731865.1	1577748	
GCA_009796335.1	15679368	GCF_009796335.1	15913098	
GCA_009797525.1	15680548	GCF_009797525.1	15912938	
GCA_009796625.1	15679648	GCF_009796625.1	15912038	
GCA_029763215.1	42163988	GCF_029763215.1	42236738	
GCA_029764675.1	42165458	GCF_029764675.1	42235378	
GCA_009796475.1	15679498	GCF_009796475.1	15912018	
GCA_029767395.1	42168188	GCF_029767395.1	42236458	
GCA_029766935.1	42167728	GCF_029766935.1	42236238	
GCA_009797435.1	15680468	GCF_009797435.1	15912998	
GCA_029763835.1	42164608	GCF_029763835.1	42236918	
GCA_001938325.1	3947258	GCF_001938325.1	3961588	
GCA_029763295.1	42164068	GCF_029763295.1	42234198	
GCA_029762815.1	42163598	GCF_029762815.1	42235278	
GCA_029764565.1	42165348	GCF_029764565.1	42236378	
GCA_029762735.1	42163508	GCF_029762735.1	42234538	
GCA_001938285.1	3947218	GCF_001938285.1	3961768	
GCA_009796655.1	15679688	GCF_009796655.1	15912798	
GCA_029764555.1	42165328	GCF_029764555.1	42235898	
GCA_029625665.1	41986748	GCF_029625665.1	42031128	
GCA_029763225.1	42164008	GCF_029763225.1	42236758	
GCA_001938365.1	3947318	GCF_001938365.1	3961808	
GCA_029767525.1	42168328	GCF_029767525.1	42235098	
GCA_029767475.1	42168268	GCF_029767475.1	42235618	
GCA_001938335.1	3947278	GCF_001938335.1	3961328	
GCA_029767595.1	42168408	GCF_029767595.1	42235178	
GCA_029766855.1	42167668	GCF_029766855.1	42235418	
GCA_009797005.1	15680028	GCF_009797005.1	15912158	
GCA_029763355.1	42164128	GCF_029763355.1	42234858	
GCA_009797405.1	15680428	GCF_009797405.1	15911218	
GCA_029767675.1	42168468	GCF_029767675.1	42235738	
GCA_029767615.1	42168418	GCF_029767615.1	42235698	
GCA_029763035.1	42163818	GCF_029763035.1	42236038	
GCA_029763045.1	42163828	GCF_029763045.1	42234698	
GCA_029767415.1	42168208	GCF_029767415.1	42235038	
GCA_009796885.1	15679908	GCF_009796885.1	15911598	
GCA_009827955.1	15729028	GCF_009827955.1	15926358	
GCA_009797235.1	15680288	GCF_009797235.1	15910998	
GCA_029763975.1	42164748	GCF_029763975.1	42236618	
GCA_029764495.1	42165268	GCF_029764495.1	42235778	
GCA_001938295.1	3947238	GCF_001938295.1	3961788	
GCA_029767655.1	42168448	GCF_029767655.1	42234558	
GCA_029762615.1	42163398	GCF_029762615.1	42235018	
GCA_029767705.1	42168488	GCF_029767705.1	42236518	
GCA_029763325.1	42164098	GCF_029763325.1	42235558	
GCA_029763635.1	42164408	GCF_029763635.1	42236878	
GCA_029762855.1	42163628	GCF_029762855.1	42235318	
GCA_029767575.1	42168368	GCF_029767575.1	42235658	
GCA_009797055.1	15680068	GCF_009797055.1	15911938	
GCA_029763255.1	42164028	GCF_029763255.1	42234818	
GCA_029763465.1	42164268	GCF_029763465.1	42234238	
GCA_009797165.1	15680208	GCF_009797165.1	15912338	
GCA_029764415.1	42165188	GCF_029764415.1	42236158	
GCA_009797355.1	15680398	GCF_009797355.1	15911118	
GCA_029762705.1	42163488	GCF_029762705.1	42236678	
GCA_029763155.1	42163928	GCF_029763155.1	42234778	
GCA_009796425.1	15679448	GCF_009796425.1	15911338	
GCA_029763395.1	42164168	GCF_029763395.1	42234218	
GCA_029763175.1	42163948	GCF_029763175.1	42235478	
GCA_029763875.1	42164648	GCF_029763875.1	42236558	
GCA_029763435.1	42164208	GCF_029763435.1	42236818	
GCA_009796325.1	15679358	GCF_009796325.1	15911658	
GCA_029767325.1	42168138	GCF_029767325.1	42236438	
GCA_029763935.1	42164728	GCF_029763935.1	42236278	
GCA_029764295.1	42165068	GCF_029764295.1	42236658	
GCA_029763055.1	42163848	GCF_029763055.1	42235438	
GCA_029763095.1	42163868	GCF_029763095.1	42236058	
GCA_029763135.1	42163908	GCF_029763135.1	42234738	
GCA_009797065.1	15680088	GCF_009797065.1	15912378	
GCA_029763015.1	42163788	GCF_029763015.1	42236698	
GCA_029766995.1	42167798	GCF_029766995.1	42235538	
GCA_029764685.1	42165468	GCF_029764685.1	42234878	
GCA_029763715.1	42164488	GCF_029763715.1	42234378	
GCA_029762825.1	42163608	GCF_029762825.1	42234578	
GCA_029762995.1	42163768	GCF_029762995.1	42236018	
GCA_029767485.1	42168288	GCF_029767485.1	42236478	
GCA_029764315.1	42165088	GCF_029764315.1	42236118	
GCA_009797475.1	15680508	GCF_009797475.1	15911478	
GCA_029763675.1	42164448	GCF_029763675.1	42235678	
GCA_029767355.1	42168148	GCF_029767355.1	42234398	
GCA_029764215.1	42165008	GCF_029764215.1	42235818	
GCA_029766865.1	42167678	GCF_029766865.1	42236218	
GCA_029763915.1	42164688	GCF_029763915.1	42234498	
GCA_029763895.1	42164668	GCF_029763895.1	42236578	
GCA_001938355.1	3947298	GCF_001938355.1	3961068	
GCA_029767375.1	42168168	GCF_029767375.1	42235578	
GCA_029763375.1	42164148	GCF_029763375.1	42235598	
GCA_009797205.1	15680228	GCF_009797205.1	15911898	
GCA_029763775.1	42164548	GCF_029763775.1	42236538	
GCA_029763855.1	42164628	GCF_029763855.1	42236258	
GCA_029764225.1	42164988	GCF_029764225.1	42236098	
GCA_029762895.1	42163668	GCF_029762895.1	42235978	
GCA_029762925.1	42163718	GCF_029762925.1	42235998	
GCA_029763805.1	42164588	GCF_029763805.1	42234458	
GCA_029766875.1	42167688	GCF_029766875.1	42236398	
GCA_029763615.1	42164388	GCF_029763615.1	42234298	
GCA_029763185.1	42163968	GCF_029763185.1	42236078	
GCA_009796485.1	15679528	GCF_009796485.1	15911378	
GCA_029763455.1	42164228	GCF_029763455.1	42234898	
GCA_029764245.1	42165028	GCF_029764245.1	42236298	
GCA_029763795.1	42164568	GCF_029763795.1	42234418	
GCA_029767505.1	42168348	GCF_029767505.1	42234518	
GCA_001938255.1	3947198	GCF_001938255.1	3961048	
GCA_029764645.1	42165428	GCF_029764645.1	42235958	
GCA_009797135.1	15680178	GCF_009797135.1	15912198	
GCA_029762975.1	42163748	GCF_029762975.1	42235398	
GCA_029763415.1	42164188	GCF_029763415.1	42236798	
GCA_029763535.1	42164308	GCF_029763535.1	42236838	
GCA_029763555.1	42164328	GCF_029763555.1	42234938	
GCA_001938205.1	3947138	GCF_001938205.1	3961548	
GCA_009796565.1	15679608	GCF_009796565.1	15912098	
GCA_029764435.1	42165228	GCF_029764435.1	42235858	
GCA_029767495.1	42168338	GCF_029767495.1	42236498	
GCA_029763515.1	42164288	GCF_029763515.1	42234258	
GCA_029764345.1	42165138	GCF_029764345.1	42236138	
GCA_001938245.1	3947178	GCF_001938245.1	3961308	
GCA_029763655.1	42164428	GCF_029763655.1	42234978	
GCA_009796435.1	15679468	GCF_009796435.1	15911238	
GCA_009796955.1	15679988	GCF_009796955.1	15911638	
GCA_029762875.1	42163648	GCF_029762875.1	42235358	
GCA_001938215.1	3947158	GCF_001938215.1	3961568	
GCA_029767315.1	42168108	GCF_029767315.1	42234998	
GCA_029764195.1	42164968	GCF_029764195.1	42236638	
GCA_029762765.1	42163548	GCF_029762765.1	42235238	
GCA_029763585.1	42164358	GCF_029763585.1	42236858	
GCA_029763275.1	42164048	GCF_029763275.1	42235518	
GCA_029762695.1	42163478	GCF_029762695.1	42235198	
GCA_029764615.1	42165388	GCF_029764615.1	42236198	
GCA_029763115.1	42163888	GCF_029763115.1	42236718	
GCA_029763315.1	42164108	GCF_029763315.1	42236778	
GCA_029763575.1	42164368	GCF_029763575.1	42234278	
GCA_029764355.1	42165148	GCF_029764355.1	42236338	
